line,label,,
"My kinsman offered a gleaming sword-belt, rich red, Bellerophon gave a cup, two-handled, solid gold- I left it at home when I set out for Troy.",1,,
"Plenty of insults we could fling against each other, enough to sink a ship with a hundred benches!",1,,
HOMER:,0,,
he thinks of one thing and one thing only: Hector.,1,,
I'd even urgeyou to fault him any other day.,1,,
Fighting against Achilles' overwhelming fury1- both a better soldier and more loved by the gods.,1,,
630,0,,
THE ILIAD,0,,
240,0,,
urging of his chieftains.,1,,
"See 14.300-16, 18.139-41, 19.112-46, Introduction, p, 42.",0,,
"of two short open vowels: egenesthe euknbnides Achai6i, and this usually",1,,
His wife went with him.,1,,
penned up in their hastily fortified camp at nightfall.,1,,
"that his death is fated to come soon after Hector's, and though deeply",1,,
"Yes, they fail to fulfill their promise sworn that day they sailed here from the stallion-land of Argos: that not until you had razed the rugged walls of Troy would they sail home again.",1,,
HOMER:,0,,
THE ILIAD,0,,
speeches.,1,,
THE ILIAD,0,,
614,0,,
his,1,,
560,0,,
490,0,,
710,0,,
"But here's a maniac run amok- no one can match his fury man-to-man!"" So he urged and Hector obeyed his brother start to finish.",1,,
You know the truth-say it!,1,,
591,0,,
TYCHJUS tteye'-ki-usi: leather-smith from Hyle who made the battle-shield of Great Ajax.,0,,
of that choice is a fierce devotion to the glory which he has preferred,1,,
The Genealogy of the Royal House of Troy,0,,
"But once the envoys reached Atrides' shelters, comrades leapt to their feet, welcomed them back and clustering round them, lifted golden cups.",1,,
brother Menelaus.,1,,
"ERYLAVS (e-ri-lay'-us): Trojan killed by Patroclus, 16.490.",0,,
TWENTY-FOUR Achilles and Priam The games were over now.,1,,
"CAENEUS (seen'-yeos): Lapith hero of the generation of Nestor, father of Coronus, 1.308.",0,,
THRASlUS (thra'-si-us): Trojan ally.,0,,
"And I made you what you are-strong as the gods, Achilles- I loved you from the heart.",1,,
But Zeus who beholds the world could hardly fail to see the two men striking out across the plain.,1,,
"You were bent on .trouble, whipping a howling killer-squall across the sea, bearing Herades offto the crowded town of Cos, far from all his friends.",1,,
"Many attempts have been made to reconcile these two ideas, to assert",1,,
570,0,,
"Despite my anguish I will beat it down, the fury mounting inside me, down by force.",1,,
HO,0,,
"So Ajax slowly drew back from the Trojans, spirits dashed, and much against his will.",1,,
Award for Dramatic Criticism.,0,,
INTRODUCTION,0,,
reared by Athena.,0,,
BOOK 11:,1,,
288,0,,
"""Lusting"" is not too strong",1,,
recompense for his loss from Achilles.,1,,
your handsome face-a wonder.,1,,
"Morys- fresh reserves just come from Ascania's fertile soil, just last morning, but now great Zeus incited all-out war.",1,,
No messenger brought the truth of how her husband made his stand outside the gates.,1,,
"June 17, 1990",0,,
my tough tanned shield.,1,,
530,0,,
The Choice of Achilles: The Ideology of Figure in the Epic.,0,,
"ORESTES (o-res'-reez): (I) Achaean killed by Hector, 5.810.",0,,
"And loud as the roar goes up when men cut timber deep in the mountain glades and the pounding din of axes echoes miles away- so the pound and thud of blows came rising up from the broad earth, from the trampled paths of war and the bronze shields and tough plied hides struck hard as the swords and two-edged spearheads stabbed against them.",1,,
"Phylas' daughter, Polymela the gorgeous dancer bore the man when irresistible Herrnes, Hermes the giant-killer lusted for her once-she ravished the god's bright eyes, swaying among the dancers singing goddess Anemis with arrow of gold and cry that halloos the hunt.",1,,
"that the text was regarded.as authentic, the exact words of Homer",1,,
Never a fear of me- far from the fighting as I was-you fool!,1,,
"CYLLENE (si-lee'snee): mountain in northern Arcadia, 2.696.",0,,
370,0,,
"food"" ().",1,,
Homer expresses that astonishment by means of,1,,
"For the story of his sack ofTroy, many years before the Trojan War, see , and note ad lac.",1,,
In the front ranks he'll sprawl.,1,,
Lusting to lure me to my ruin yet again?,1,,
"I would never give them a glance, a second thought, whether they fly on the right toward the dawn and sunrise or fly on the left toward the haze and coming dark!",1,,
again.,1,,
"But they called him the son of Borus, Perieres' son who showered the girl with countless bridal gifts, his wedded bride.",1,,
"clear."" 1).",1,,
Achilles lay there now but he would soon rise up in all his power.,1,,
"contains, for example, ""Prism's palace.",1,,
"time.The city, the polis, as the Greeks called it, was for them the matrix of",1,,
"Already I see them looming up beside you-death and the strong force of fate, to bring you down at the hands of Aeacus' great royal son ...",1,,
THE ILIAD,0,,
"Vivante, Paolo.",0,,
380,0,,
Now my spirit stirs me to meet you face-to-face.,1,,
Let the games beginI The trophies lie afield-they await the charioteers.,1,,
"They are the very strain farseeing Zeus gave Tros, payment in full for stealing Ganymede, Tros's son: the purest, strongest breed of all the stallions {/ under the dawn and light of day.",1,,
"non's gifts,",1,,
6.14.,0,,
HOMER:,0,,
"He was like the man to the life, every feature, the same tall build and the fine eyes and voice and the very robes that used to clothe his body.",1,,
See Samos,0,,
16.232.,0,,
ships ...,1,,
it has steep ramparts and gates.,1,,
"They first put out the fires with glistening wine, far as the flames had spread and the ashes bedded deep.",1,,
THE ILIAD,0,,
"New York,Toronto, 1994.",0,,
654,0,,
Diomedes and Odysseus-are wounded one by one.,1,,
393,0,,
she and her frenzy blinded Zeus one time.,1,,
6.138.,0,,
and the armies are fighting over his corpse.,1,,
too offera compromise.,1,,
"these gifts of Aphrodite, your long flowing locks and your striking looks.",1,,
251,0,,
BOOK 20:,1,,
Better to slaughter beasts on rocky mountain slopes and young deer in the wild than fight a higher goddess!,1,,
340,0,,
"Then onto the flaming chariot Pallas set her feet and seized her spear-weighted, heavy, the massive shaft she wields to break the battle lines of heroes the mighty Father's daughter storms against.",1,,
40,0,,
541,0,,
Final e is always,1,,
/253-831,0,,
"sobbing, crying his dear companion's name and piercing wails broke as the Trojans swirled in panic- a desperate rout of them rushing up to the bloodbath there stood staring down at the grisly work the marauders did before they made their dash for the beaked ships.",1,,
"""(ISYRUS~ SE1Y.E",0,,
310,0,,
"Both let fly at each other, one launching out with a sharp lance, one a shaft from the string- and Helenus' arrow hit Atrides right on the chest, on the breastplate's curve but the arrow sprang away.",1,,
"And their backbones creaked as scuffling hands tugged for submission-holds and sweat streamed down their spines and clusters of raw welts broke out on ribs and shoulders slippery, red with blood, and still they grappled, harder, locking for victory, locked for that burnished tripod: Odysseus no more able to trip and bring to ground his man than Ajax could-Odysseus' brawn held out.",1,,
let her father pitch on some other Argive- one who can please him.,1,,
furious.,1,,
"Karl Lachrnann, in the mid-nineteenth century, after",1,,
imperial Thoas' city.,1,,
590,0,,
wounded pride that he had hardly dared to hope for.,1,,
"Periphetes, a Mycenaean, favorite son of Copreus, Eurystheus' herald who summoned rugged Heracles time and again to grinding labors.",1,,
"And his loving father laughed, his mother laughed as well, and glorious Hector, quickly lifting the helmet from his head, set it down on the ground, fiery in the sunlight, and raising his son he kissed him, tossed him in his arms, lifting a prayer to Zeus and the other deathless gods: ""Zeus, all you immortals!",1,,
860,0,,
"[289-JI9] Drive your horses right at these mighty Argives, seize the higher triumph-seize it now!"" Hector- whipping the fight and fire in each man like a huntsman crying on his hounds, their white fangs flashing, harrying savage game, some wild boar or lion- so at Achaea's ranks he drove his fearless Trojans, Hector son of Priam, a match for murderous Ares.",1,,
Incensed at the king,1,,
"ARETAON (a·re-tay'·on): Trojan killed by Teucer, 6.37.",0,,
Both born to the same fate after all!,1,,
"Richard Janko's on 13 through 16, Mark W.",1,,
"""Now men come forward-compete to win this prize!",1,,
BOOK 22:,0,,
"Look there-the long-hatred Achaeans have flung that rampart up against their ships, around it they have dug an enormous deep trench and never offered the gods a hundred splendid bulls, but its fame will spread as far as the light of dawnI And men will forget those ramparts I and Apollo reared for Troy in the old days- for the hero Laomedon-we broke our backs with labor."" But filled with anger, Zeus who marshals the thunderheads let loose now: ""Unbelievable!",1,,
buckets in spring (), Menelaus bestridesthe body ofPatroclus,1,
THE ACHAEAN ARMIES AT BAY,0,,
"While seven Greek cities claim the honor of being his birthplace, ancient",0,,
All that flowfrom the crests of Ida down to breaking surf.,1,,
As the Argive spun in retreat his shield-rim tripped him- down to his feet that shield he bore to keep offspears-,1,,
of the games is the behavior of Achilles.,1,,
"ending in eusis sounded like yoos-Odysseus (0- dis'-yoos), except in the",1,,
100,0,,
And so with many other historical,1,,
The seer took heart,1,,
"Quick in the jolting onset Lycia's captain Glaucus son of Hippolochus skewered Dexius' son Iphinous just as he leapt behind his fast mares-he stabbed his shoulder, hard, and down from his car Iphinous crashed to earth and his limbs went slack with death.",1,,
BOOK 22:,0,,
390,0,,
"But the long-haired Argive archers aimed at Hector, trying to cut him down with arrows, hurling rocks till King Agamemnon cried out in a ringing voice, ""Hold back, Argives!",1,,
MARAUDING THROUGH THE NIGHT,0,,
"It was a dangerous initiative and one that demanded immense authority,",1,,
THE ILIAD,0,,
2.837.,0,,
"ACRlSlUS (a-kr·;'-si·us): king of Argos, father of Danae, 14.383.",0,,
"absorbed, godlike passion; ""like the gods,"" Priam called him, but that",1,,
